CONTROL;SHIPMONTH;WEIGHT;WGTADJ;REGION;SECTIONS;STATUS;PRICE;SQFT;BEDROOMS;TITLED;LOCATION;FOUNDATION;SECURED;JSTATUS;JPRICE;JSQFT;JBEDROOM;JTITLE;JLOCATION;JFOUNDATION;JSECURED
19100092;201910;64,6929;1,0154;3;1;1;60000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100093;201910;19,0818;1,0154;2;1;1;61000;1300;3;9;9;9;9;I;I;I;I;9;9;9;9
19100094;201910;19,0818;1,0154;2;1;1;53000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100095;201910;19,0818;1,0154;2;1;1;47900;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19100096;201910;19,0818;1,0154;2;1;1;43600;670;1;9;9;9;9;I;I;I;I;9;9;9;9
19100097;201910;64,6929;1,0154;3;1;1;60000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100098;201910;64,6929;1,0154;3;1;1;60000;1200;3;9;9;9;9;I;I;I;I;9;9;9;9
19100099;201910;64,6929;1,0154;3;1;1;60000;1200;3;9;9;9;9;I;I;I;I;9;9;9;9
19100100;201910;64,6929;1,0154;3;1;1;38900;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100101;201910;64,6929;1,0154;3;1;1;62000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100102;201910;14,4;1,0154;1;1;1;49400;870;1;9;9;9;9;I;I;I;I;9;9;9;9
19100103;201910;64,6929;1,0154;3;1;1;29600;840;1;9;9;9;9;R;R;R;R;9;9;9;9
19100104;201910;20,9263;1,0154;4;1;1;56000;1100;3;9;9;9;9;R;I;R;R;9;9;9;9
19100105;201910;19,0818;1,0154;2;1;1;55000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100106;201910;19,0818;1,0154;2;1;1;44100;670;1;9;9;9;9;R;R;R;R;9;9;9;9
19100107;201910;19,0818;1,0154;2;1;1;52000;960;1;9;9;9;9;I;I;I;I;9;9;9;9
19100108;201910;19,0818;1,0154;2;1;1;42700;960;1;9;9;9;9;R;R;R;R;9;9;9;9
19100109;201910;19,0818;1,0154;2;1;1;32100;670;1;9;9;9;9;R;R;R;R;9;9;9;9
19100110;201910;19,0818;1,0154;2;1;1;61000;1300;1;9;9;9;9;I;I;I;I;9;9;9;9
19100111;201910;19,0818;1,0154;2;1;1;51000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100112;201910;19,0818;1,0154;2;1;1;50000;840;1;9;9;9;9;R;R;R;R;9;9;9;9
19100113;201910;19,0818;1,0154;2;1;1;75000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100114;201910;14,4;1,0154;1;1;1;49400;870;1;9;9;9;9;I;I;I;I;9;9;9;9
19100115;201910;14,4;1,0154;1;1;1;65000;590;1;9;9;9;9;R;R;R;R;9;9;9;9
19100116;201910;19,0818;1,0154;2;1;1;75000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100117;201910;19,0818;1,0154;2;1;1;44000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100118;201910;19,0818;1,0154;2;1;1;48200;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100119;201910;19,0818;1,0154;2;1;1;60000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100120;201910;19,0818;1,0154;2;1;1;60000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100121;201910;19,0818;1,0154;2;1;1;56000;840;1;9;9;9;9;R;R;R;R;9;9;9;9
19100122;201910;20,9263;1,0154;4;1;1;64000;840;1;9;9;9;9;R;R;R;R;9;9;9;9
19100123;201910;19,0818;1,0154;2;1;1;61000;1300;3;9;9;9;9;R;I;R;R;9;9;9;9
19100124;201910;19,0818;1,0154;2;1;1;32100;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100125;201910;14,4;1,0154;1;1;1;67000;1100;1;9;9;9;9;R;R;R;R;9;9;9;9
19100126;201910;19,0818;1,0154;3;1;1;40900;780;1;9;9;9;9;R;R;R;R;9;9;9;9
19100127;201910;64,6929;1,0154;3;1;1;49000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100128;201910;19,0818;1,0154;2;1;1;48600;840;1;9;9;9;9;I;I;I;I;9;9;9;9
19100129;201910;64,6929;1,0154;3;1;1;59000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100130;201910;32,3464;1,0615;3;2;2;97000;1500;3;2;3;3;1;R;R;R;R;R;R;R;R
19100131;201910;32,3464;1,0615;3;2;2;120000;2200;3;2;3;3;1;R;R;R;R;R;R;R;R
19100132;201910;32,3464;1,0615;3;2;2;104000;2200;3;1;3;3;1;R;R;R;R;R;R;R;R
19100133;201910;32,3464;1,0615;3;2;2;118000;2100;3;2;3;3;1;R;I;R;R;I;R;R;R
19100134;201910;10,4632;1,0615;4;2;2;112000;2000;3;2;3;2;1;R;R;R;R;R;R;R;R
19100135;201910;10,4632;1,0615;4;2;2;111000;2500;1;1;3;2;1;R;R;R;R;R;R;R;R
19100136;201910;6,9754;1,0615;5;3;2;143000;2300;3;1;1;2;1;R;R;R;R;R;R;R;R
19100137;201910;10,4632;1,0615;4;2;2;103000;1600;3;1;1;2;1;R;I;I;I;I;R;I;I
19100138;201910;10,4632;1,0615;4;2;2;90000;1300;1;2;1;3;1;R;R;R;R;R;R;R;R
19100139;201910;10,4632;1,0615;4;2;2;164000;1200;1;2;1;2;1;R;R;R;R;R;R;R;R
19100140;201910;10,4632;1,0615;4;2;2;130000;1700;1;1;1;3;1;R;R;R;R;R;R;R;R
19100141;201910;10,4632;1,0615;4;2;2;60000;1600;3;2;3;2;1;R;R;R;R;R;R;R;R
19100142;201910;10,4632;1,0615;4;2;2;85000;1400;3;2;3;2;1;R;R;R;R;R;R;R;R
19100143;201910;10,4632;1,0615;4;2;2;99000;1500;3;2;1;2;1;R;I;I;I;I;R;I;I
19100144;201910;32,3464;1,0615;3;2;2;105000;1700;3;3;3;2;1;R;I;R;R;I;R;R;R
19100145;201910;32,3464;1,0615;3;2;2;52000;1600;3;1;3;3;1;R;R;R;R;R;R;R;R
19100146;201910;10,4632;1,0615;4;2;2;134000;1600;1;1;1;3;1;R;R;R;R;R;R;R;R
19100147;201910;10,4632;1,0615;4;2;2;136000;1500;3;2;3;2;1;R;R;R;R;R;R;R;R
19100148;201910;10,4632;1,0615;4;2;2;90000;1200;3;3;3;2;1;I;I;I;I;I;I;I;I
19100149;201910;10,4632;1,0615;4;2;2;75000;2100;3;2;1;2;1;R;R;I;I;R;R;R;I
19100150;201910;10,4632;1,0615;4;2;2;131000;1400;1;2;1;2;1;R;R;R;R;R;R;R;R
19100151;201910;10,4632;1,0615;4;2;2;103000;1600;1;2;3;2;1;I;I;I;I;I;I;I;I
19100152;201910;10,4632;1,0615;4;2;2;226000;1200;1;2;1;3;1;R;R;R;R;R;R;R;R
19100153;201910;10,4632;1,0615;4;2;2;74000;1300;3;2;1;2;1;R;R;R;R;R;R;R;R
19100154;201910;10,4632;1,0615;4;2;2;122000;2500;1;1;3;3;1;I;I;I;I;I;I;I;I
19100155;201910;10,4632;1,0615;4;2;2;92000;1200;3;2;3;2;1;I;I;I;I;I;I;I;I
19100156;201910;10,4632;1,0615;4;2;2;163000;1800;1;2;1;3;1;R;R;R;R;R;R;R;R
19100157;201910;10,4632;1,0615;4;2;2;226000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19100158;201910;10,4632;1,0615;4;2;2;170000;1700;3;1;1;2;1;R;R;R;R;R;R;R;R
19100159;201910;10,4632;1,0615;4;2;2;81000;930;1;2;3;2;1;I;I;I;I;I;I;I;I
19100160;201910;10,4632;1,0615;4;2;2;91000;1200;3;2;3;2;1;I;I;I;I;I;I;I;I
19100161;201910;10,4632;1,0615;4;2;2;60000;1100;1;1;3;2;1;R;R;R;R;R;R;R;R
19100162;201910;10,4632;1,0615;4;2;2;129000;1200;3;1;3;2;1;R;R;R;R;R;R;R;R
19100163;201910;7,2;1,0615;1;2;2;103000;1800;3;3;3;3;1;R;R;R;R;R;R;R;R
19100164;201910;7,2;1,0615;1;2;2;97000;1700;3;3;3;3;1;R;R;R;R;R;R;R;R
19100165;201910;7,2;1,0615;1;2;2;256000;1300;1;2;1;3;1;R;R;R;R;R;R;R;R
19100166;201910;7,2;1,0615;1;2;2;105000;1700;3;2;3;3;1;I;I;I;I;I;I;I;I
19100167;201910;7,2;1,0615;1;2;2;90000;1600;3;3;3;3;1;R;R;R;R;R;R;R;R
19100168;201910;7,2;1,0615;1;2;2;102000;1600;3;2;3;2;1;I;I;I;I;I;I;I;I
19100169;201910;7,2;1,0615;1;2;2;256000;1600;3;2;1;3;1;R;R;R;R;R;R;R;R
19100170;201910;32,3464;1,0615;3;2;2;75000;1100;1;2;1;2;1;R;I;R;R;R;R;R;R
19100171;201910;21,5643;1,0615;5;3;2;145000;1900;1;1;3;3;1;R;R;R;R;R;R;R;R
19100172;201910;32,3464;1,0615;3;2;2;112000;2100;3;2;3;3;1;R;R;R;R;R;R;R;R
19100173;201910;32,3464;1,0615;3;2;2;131000;2500;3;1;3;2;1;I;I;I;I;I;I;I;I
19100174;201910;32,3464;1,0615;3;2;2;66000;1300;1;2;1;3;1;R;R;R;R;R;R;R;R
19100175;201910;32,3464;1,0615;3;2;2;100000;1500;3;2;3;3;1;I;I;I;I;I;I;I;I
19100176;201910;32,3464;1,0615;3;2;2;105000;1700;3;1;3;3;1;R;R;R;R;R;R;R;R
19100177;201910;32,3464;1,0615;3;2;2;99000;2500;3;2;3;3;1;R;R;R;R;R;R;R;R
19100178;201910;32,3464;1,0615;3;2;2;112000;1900;3;2;1;3;1;R;I;I;I;I;R;I;I
19100179;201910;32,3464;1,0615;3;2;2;122000;2200;3;2;1;3;1;R;I;I;I;I;R;I;I
19100180;201910;32,3464;1,0615;3;2;2;123000;2500;1;2;3;3;1;R;R;R;R;R;R;R;R
19100181;201910;32,3464;1,0615;3;2;2;140000;2200;3;1;3;3;1;R;R;R;R;R;R;R;R
19100182;201910;32,3464;1,0615;3;2;2;64000;1900;3;1;3;3;1;R;R;R;R;R;R;R;R
19100183;201910;9,5409;1,0615;2;2;2;99000;1500;3;1;1;3;1;I;I;I;I;I;I;I;I
19100184;201910;9,5409;1,0615;2;2;2;90000;1200;1;2;1;3;1;R;I;I;I;I;R;I;I
19100185;201910;9,5409;1,0615;2;2;2;69000;1100;3;2;1;3;1;R;R;R;R;R;R;R;R
19100186;201910;9,5409;1,0615;2;2;2;78000;1500;3;1;1;3;1;R;R;R;R;R;R;R;R
19100187;201910;9,5409;1,0615;2;2;2;122000;2400;3;1;3;3;1;R;I;I;I;I;R;I;I
19100188;201910;21,5643;1,0615;5;3;2;127000;3500;3;2;1;3;1;R;R;R;R;R;R;R;R
19100189;201910;32,3464;1,0615;3;2;2;164000;2100;3;2;3;3;1;R;R;R;R;R;R;R;R
19100190;201910;32,3464;1,0615;3;2;2;118000;2100;3;2;3;3;1;I;I;I;I;I;I;I;I
19100191;201910;32,3464;1,0615;3;2;2;132000;1900;3;2;3;3;1;R;R;R;R;R;R;R;R
19100192;201910;32,3464;1,0615;3;2;2;116000;1900;3;2;3;3;1;R;R;R;R;R;R;R;R
19100193;201910;9,5409;1,0615;2;2;2;162000;1800;3;2;1;3;1;R;R;R;R;R;R;R;R
19100194;201910;9,5409;1,0615;2;2;2;104000;1600;3;1;1;3;1;I;I;I;I;I;I;I;I
19100195;201910;9,5409;1,0615;2;2;2;162000;1800;3;2;1;3;1;R;R;R;R;R;R;R;R
19100196;201910;9,5409;1,0615;2;2;2;77000;1700;3;2;3;3;1;R;R;R;R;I;R;R;R
19100197;201910;9,5409;1,0615;2;2;2;115000;2000;3;2;1;3;1;I;I;I;I;I;I;I;I
19100198;201910;9,5409;1,0615;2;2;2;105000;1700;3;2;1;3;1;I;I;I;I;I;I;I;I
19100199;201910;9,5409;1,0615;2;2;2;92000;1200;1;2;1;3;1;I;I;I;I;I;I;I;I
19100200;201910;32,3464;1,0615;3;2;2;112000;1900;3;2;3;3;1;I;I;I;I;I;I;I;I
19100201;201910;32,3464;1,0615;3;2;2;115000;2000;3;2;3;2;1;R;I;R;R;I;I;I;I
19100202;201910;9,5409;1,0615;2;2;2;97000;1900;3;2;3;3;1;R;R;R;R;R;R;R;R
19100203;201910;9,5409;1,0615;2;2;2;77000;2100;3;2;3;3;1;R;R;R;R;R;R;R;R
19100204;201910;9,5409;1,0615;2;2;2;93000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19100205;201910;9,5409;1,0615;2;2;2;54000;1700;3;2;3;3;1;R;R;R;R;R;R;R;R
19100206;201910;9,5409;1,0615;2;2;2;72000;1600;3;1;3;2;1;R;R;R;R;R;R;R;R
19100207;201910;9,5409;1,0615;2;2;2;62000;2000;3;2;3;3;1;R;R;R;R;R;R;R;R
19100208;201910;9,5409;1,0615;2;2;2;95000;1300;3;2;3;3;1;R;I;R;R;R;R;R;R
19100209;201910;9,5409;1,0615;2;2;2;102000;1700;3;2;3;3;1;R;R;R;R;R;R;I;I
19100210;201910;9,5409;1,0615;2;2;2;124000;2400;3;2;3;3;1;R;I;R;R;R;R;R;R
19100211;201910;9,5409;1,0615;2;2;2;87000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19100212;201910;6,9754;1,0615;5;3;2;166000;3500;3;2;3;3;1;R;R;R;R;R;R;R;R
19100213;201910;7,2;1,0615;1;2;2;106000;1600;3;2;3;2;1;R;R;R;R;R;R;R;R
19100214;201910;7,2;1,0615;1;2;2;102000;1600;3;1;1;2;1;R;I;I;I;I;R;I;I
19100215;201910;7,2;1,0615;1;2;2;75000;1600;3;2;3;2;1;R;R;R;R;R;R;R;R
19100216;201910;7,2;1,0615;1;2;2;112000;2000;3;2;3;2;1;R;I;R;R;R;R;R;R
19100217;201910;7,2;1,0615;1;2;2;55000;1300;3;1;3;3;1;R;R;R;R;R;R;R;R
19100218;201910;32,3464;1,0615;3;2;2;118000;2100;3;2;3;3;1;I;I;I;I;I;I;I;I
19100219;201910;32,3464;1,0615;3;2;2;118000;2100;3;1;3;2;1;I;I;I;I;I;I;I;I
19100220;201910;9,5409;1,0615;2;2;2;89000;1200;3;2;1;3;1;R;R;R;R;R;R;R;R
19100221;201910;9,5409;1,0615;2;2;2;99000;1800;3;2;1;3;1;R;R;R;R;R;R;R;R
19100222;201910;10,4632;1,0615;3;2;2;89000;1100;3;1;3;3;1;I;I;I;I;I;I;I;I
19100223;201910;10,4632;1,0615;4;2;2;115000;1700;3;1;3;3;1;R;R;R;R;R;R;R;R
19100224;201910;7,2;1,0615;1;2;2;55000;1300;3;2;3;3;1;R;R;R;R;R;R;R;R
19100225;201910;7,2;1,0615;1;2;2;96000;1400;3;2;1;3;1;I;I;I;I;I;I;I;I
19100226;201910;7,2;1,0615;1;2;2;55000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19100227;201910;7,2;1,0615;1;2;2;91000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19100228;201910;7,2;1,0615;1;2;2;87000;980;1;3;1;3;1;R;I;I;I;I;R;I;I
19100229;201910;7,2;1,0615;1;2;2;118000;1400;3;2;3;3;1;R;R;R;R;R;R;R;R
19100230;201910;7,2;1,0615;1;2;2;94000;1300;3;1;1;3;1;R;I;I;I;I;R;I;I
19100231;201910;7,2;1,0615;1;2;2;73000;1300;3;1;3;3;1;R;R;R;R;R;R;R;R
19100232;201910;7,2;1,0615;1;2;2;95000;1500;3;3;1;3;1;R;R;R;R;R;R;R;R
19100233;201910;7,2;1,0615;1;2;2;91000;1700;3;2;3;3;1;R;R;R;R;R;R;R;R
19100234;201910;32,3464;1,0615;3;2;2;96000;1700;3;2;3;2;1;R;R;R;R;R;R;R;R
19100235;201910;32,3464;1,0615;3;2;2;114000;2200;3;2;3;3;1;R;R;R;R;R;R;R;R
19100236;201910;32,3464;1,0615;3;2;2;52000;1100;3;2;3;3;1;R;R;R;R;R;R;R;R
19100237;201910;32,3464;1,0615;3;2;2;52000;1600;3;2;3;2;1;R;R;R;R;R;R;R;R
19100238;201910;32,3464;1,0615;3;2;2;118000;2100;3;2;3;3;1;I;I;I;I;I;I;I;I
19100239;201910;32,3464;1,0615;3;2;2;74000;1400;3;2;3;3;1;R;R;R;R;R;R;R;R
19100240;201910;32,3464;1,0615;3;2;2;52000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19100241;201910;32,3464;1,0615;3;2;2;122000;2100;3;2;3;3;1;R;R;R;R;R;R;R;R
19100242;201910;32,3464;1,0615;3;2;2;68000;1900;3;2;3;3;1;R;R;R;R;R;R;R;R
19100243;201910;32,3464;1,0615;3;2;2;52000;1100;3;2;3;3;1;R;R;R;R;R;R;R;R
19100244;201910;32,3464;1,0615;3;2;2;94000;2100;3;2;3;3;1;R;R;R;R;R;R;R;R
19100245;201910;32,3464;1,0615;3;2;2;81000;2000;3;2;1;3;1;R;R;R;R;I;R;R;R
19100246;201910;32,3464;1,0615;3;2;2;90000;1500;3;2;3;2;1;R;R;R;R;I;R;R;R
19100247;201910;32,3464;1,0615;3;2;2;81000;1600;3;2;1;3;1;R;R;R;R;R;R;R;R
19100248;201910;32,3464;1,0615;3;2;2;97000;1400;3;2;3;3;1;I;I;I;I;I;I;I;I
19100249;201910;32,3464;1,0615;3;2;2;82000;1900;3;2;3;3;1;R;R;R;R;R;R;R;R
19100250;201910;32,3464;1,0615;3;2;2;84000;1700;3;2;3;3;1;R;R;R;R;R;R;R;R
19100251;201910;32,3464;1,0615;3;2;2;115000;2000;3;3;3;3;1;I;I;I;I;I;I;I;I
19100252;201910;9,5409;1,0615;2;2;2;110000;1800;3;1;3;3;1;R;I;I;I;I;R;I;I
19100253;201910;10,4632;1,0615;4;2;2;91000;1300;3;2;3;1;9;R;R;R;R;R;R;R;R
19100254;201910;10,4632;1,0615;4;2;2;117000;1400;1;1;3;1;9;R;R;R;R;R;R;R;R
19100255;201910;10,4632;1,0615;4;2;2;96000;1700;3;2;3;1;9;R;R;R;R;R;R;R;R
19100256;201910;10,4632;1,0615;4;2;2;110000;1900;3;1;3;1;9;R;R;R;R;R;R;R;R
19100257;201910;10,4632;1,0615;4;2;2;144000;2500;3;1;3;1;9;R;R;R;R;R;R;R;R
19100258;201910;10,4632;1,0615;4;2;2;102000;2100;3;2;3;1;9;R;R;R;R;R;R;R;R
19100259;201910;10,4632;1,0615;4;2;2;108000;1800;1;3;3;1;9;I;I;I;I;I;I;I;I
19100260;201910;10,4632;1,0615;4;2;2;112000;1900;3;1;3;1;9;I;I;I;I;I;I;I;I
19100261;201910;10,4632;1,0615;4;2;2;113000;2000;3;2;1;1;9;R;I;I;I;I;R;I;R
19100262;201910;10,4632;1,0615;4;2;2;226000;1600;3;1;3;1;9;R;R;R;R;R;R;R;R
19100263;201910;10,4632;1,0615;4;2;2;121000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19100264;201910;10,4632;1,0615;4;2;2;141000;1500;1;1;1;1;9;R;R;R;R;I;R;I;R
19100265;201910;7,2;1,0615;1;2;2;121000;1300;1;2;1;1;9;R;R;R;R;R;R;R;R
19100266;201910;7,2;1,0615;1;2;2;95000;1300;3;2;3;1;9;I;I;I;I;I;I;I;I
19100267;201910;32,3464;1,0615;3;2;2;94000;2100;3;1;3;1;9;R;R;R;R;R;R;R;R
19100268;201910;32,3464;1,0615;3;2;2;115000;2500;3;1;3;1;9;R;R;R;R;R;R;R;R
19100269;201910;10,4632;1,0615;4;2;2;84000;1100;3;1;1;1;9;R;R;R;R;R;R;R;R
19100270;201910;10,4632;1,0615;4;2;2;60000;2000;3;2;3;1;9;R;R;R;R;R;R;R;R
19100271;201910;9,5409;1,0615;2;2;2;108000;1800;3;1;3;1;9;I;I;I;I;I;I;I;I
19100272;201910;9,5409;1,0615;2;2;2;98000;1700;3;2;1;1;9;R;R;R;R;R;R;R;R
19100273;201910;32,3464;1,0615;3;2;2;114000;1900;3;2;3;1;9;R;R;R;R;R;R;R;R
19100274;201910;9,5409;1,0615;2;2;2;104000;1600;3;2;1;1;9;I;I;I;I;I;I;I;I
19100275;201910;9,5409;1,0615;2;2;2;73000;1600;3;1;1;1;9;R;R;R;R;R;R;R;R
19100276;201910;9,5409;1,0615;2;2;2;108000;1800;3;3;1;1;9;I;I;I;I;I;I;I;I
19100277;201910;9,5409;1,0615;2;2;2;99000;1500;3;2;1;1;9;R;I;R;R;R;R;R;R
19100278;201910;9,5409;1,0615;2;2;2;162000;2100;3;1;3;1;9;R;R;R;R;R;R;R;R
19100279;201910;10,4632;1,0615;4;2;2;120000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19100280;201910;10,4632;1,0615;4;2;2;103000;1600;3;2;1;1;9;I;I;I;I;I;I;I;I
19100281;201910;10,4632;1,0615;4;2;2;118000;2100;3;2;1;1;9;I;I;I;I;I;I;I;I
19100282;201910;7,2;1,0615;1;2;2;67000;980;1;1;3;1;9;R;R;R;R;R;R;R;R
19100283;201910;7,2;1,0615;1;2;2;85000;1300;3;2;1;1;9;R;R;R;R;R;R;R;R
19100284;201910;7,2;1,0615;1;2;2;88000;1500;3;2;3;1;9;R;R;R;R;R;R;R;R
19100285;201910;7,2;1,0615;1;2;2;121000;1800;3;2;3;1;9;R;R;R;R;R;R;R;R
19100286;201910;7,2;1,0615;1;2;2;95000;1300;3;2;3;1;9;I;I;I;I;I;I;I;I
19100287;201910;7,2;1,0615;1;2;2;102000;1600;3;2;3;1;9;I;I;I;I;I;I;I;I
19100288;201910;32,3464;1,0615;3;2;2;164000;2100;3;2;3;1;9;R;R;R;R;R;R;R;R
19100289;201910;32,3464;1,0615;3;2;2;99000;1500;3;2;3;1;9;R;I;I;I;I;I;I;R
19100290;201910;32,3464;1,0615;3;2;2;127000;2500;3;3;3;1;9;I;I;I;I;I;I;I;I
19100291;201910;32,3464;1,0615;3;2;2;105000;1700;3;2;3;1;9;I;I;I;I;I;I;I;I
19100292;201910;32,3464;1,0615;3;2;2;61000;1500;3;1;3;1;9;R;R;R;R;R;R;R;R
19100293;201910;9,5409;1,0615;2;2;2;92000;1200;3;1;1;1;9;I;I;I;I;I;I;I;I
19100294;201910;9,5409;1,0615;2;2;2;124000;1900;3;1;3;1;9;R;R;R;R;R;R;R;R
19100295;201910;9,5409;1,0615;2;2;2;73000;1500;3;2;3;1;9;R;R;R;R;R;R;R;R
19100296;201910;32,3464;1,0615;3;2;2;164000;2100;3;2;3;1;9;R;R;R;R;R;R;R;R
19100297;201910;10,4632;1,0615;4;2;2;77000;930;1;2;3;1;9;R;R;R;R;R;R;R;R
19100298;201910;10,4632;1,0615;4;2;2;60000;930;1;2;3;1;9;R;R;R;R;R;R;R;R
19100299;201910;6,9754;1,0615;5;3;2;160000;2100;3;1;1;1;9;R;R;R;R;R;R;R;R
19100300;201910;10,4632;1,0615;4;2;2;72000;1300;1;2;3;1;9;R;R;R;R;R;R;R;R
19100301;201910;6,9754;1,0615;5;3;2;168000;2600;3;1;3;1;9;R;R;R;R;R;R;R;R
19100302;201910;7,2;1,0615;1;2;2;102000;1600;3;1;1;1;9;I;I;I;I;I;I;I;I
19100303;201910;32,3464;1,0615;3;2;2;110000;1800;3;2;3;1;9;R;R;R;R;R;R;R;R
19100304;201910;32,3464;1,0615;3;2;2;116000;1700;3;2;3;1;9;R;R;R;R;R;R;R;R
19100305;201910;32,3464;1,0615;3;2;2;80000;1300;3;2;3;1;9;R;R;R;R;R;R;R;R
19100306;201910;32,3464;1,0615;3;2;2;136000;2100;3;2;3;1;9;R;R;R;R;I;R;R;R
19100307;201910;32,3464;1,0615;3;2;2;125000;2300;3;2;3;1;9;R;R;R;R;R;R;R;R
19100308;201910;32,3464;1,0615;3;2;2;105000;1700;3;2;3;1;9;I;I;I;I;I;I;I;I
19100309;201910;32,3464;1,0615;3;2;2;89000;1900;3;2;3;1;9;R;R;R;R;R;R;R;R
19100310;201910;32,3464;1,0615;3;2;2;120000;2200;3;2;3;1;9;I;I;I;I;I;I;I;I
19100311;201910;32,3464;1,0615;3;2;2;110000;1900;3;2;3;1;9;I;I;I;I;I;I;I;I
19100312;201910;21,5643;1,0615;5;3;2;228000;3000;3;2;3;1;9;R;R;R;R;R;R;R;R
19100313;201910;32,3464;1,0615;3;2;2;125000;1900;3;2;3;1;9;R;R;R;R;R;R;R;R
19100314;201910;32,3464;1,0615;3;2;2;164000;2500;3;2;3;1;9;R;R;R;R;R;R;R;R
19100315;201910;32,3464;1,0615;3;2;2;135000;2200;3;1;3;1;9;R;R;R;R;R;R;R;R
19100316;201910;10,4632;1,0615;4;2;1;105000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19100317;201910;10,4632;1,0615;4;2;1;99000;1500;3;9;9;9;9;I;I;I;I;9;9;9;9
19100318;201910;10,4632;1,0615;4;2;1;95000;1300;1;9;9;9;9;I;I;I;I;9;9;9;9
19100319;201910;10,4632;1,0615;4;2;1;102000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19100320;201910;10,4632;1,0615;4;2;1;91000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19100321;201910;10,4632;1,0615;4;2;1;89000;1100;1;9;9;9;9;I;I;I;I;9;9;9;9
19100322;201910;10,4632;1,0615;4;2;1;75000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100323;201910;32,3464;1,0615;3;2;1;90000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19100324;201910;32,3464;1,0615;3;2;1;124000;2300;3;9;9;9;9;R;I;I;I;9;9;9;9
19100325;201910;32,3464;1,0615;3;2;1;75000;1100;1;9;9;9;9;I;I;I;I;9;9;9;9
19100326;201910;32,3464;1,0615;3;2;1;85000;1100;3;9;9;9;9;I;I;I;I;9;9;9;9
19100327;201910;32,3464;1,0615;3;2;1;109000;1800;3;9;9;9;9;I;I;I;I;9;9;9;9
19100328;201910;32,3464;1,0615;3;2;1;100000;2300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100329;201910;32,3464;1,0615;3;2;1;52000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19100330;201910;10,4632;1,0615;4;2;1;96000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19100331;201910;10,4632;1,0615;4;2;1;60000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100332;201910;10,4632;1,0615;2;2;1;112000;1900;3;9;9;9;9;R;I;R;R;9;9;9;9
19100333;201910;9,5409;1,0615;2;2;1;105000;1900;3;9;9;9;9;R;R;R;R;9;9;9;9
19100334;201910;9,5409;1,0615;2;2;1;77000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19100335;201910;32,3464;1,0615;3;2;1;107000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19100336;201910;32,3464;1,0615;3;2;1;101000;1500;3;9;9;9;9;R;I;R;R;9;9;9;9
19100337;201910;32,3464;1,0615;3;2;1;141000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19100338;201910;10,4632;1,0615;4;2;1;109000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19100339;201910;10,4632;1,0615;4;2;1;98000;1400;1;9;9;9;9;I;I;I;I;9;9;9;9
19100340;201910;7,2;1,0615;1;2;1;84000;980;3;9;9;9;9;R;I;R;R;9;9;9;9
19100341;201910;10,4632;1,0615;3;2;1;108000;1800;3;9;9;9;9;I;I;I;I;9;9;9;9
19100342;201910;32,3464;1,0615;3;2;1;164000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19100343;201910;9,5409;1,0615;2;2;1;95000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
